Time	Strain	Shear Stress
[s]	[1]	[Pa]
88914.02	0.2021005	100
88914.12	0.2021362	100
88914.22	0.2021723	100
88914.31	0.2022087	100
88914.42	0.2022438	100
88914.51	0.2022786	100
88914.62	0.202314	100
88914.72	0.2023486	100
88914.82	0.2023844	100
88914.91	0.2024189	100
88915.02	0.2024531	100
88915.12	0.2024897	100
88915.22	0.2025258	100
88915.31	0.2025593	100
88915.42	0.2025921	100
88915.51	0.2026278	100
88915.62	0.2026614	100
88915.72	0.202697	100
88915.82	0.2027313	100
88915.91	0.2027656	100
88916.02	0.2027996	100
88916.12	0.2028343	100
88916.22	0.2028703	100
88916.31	0.202905	100
88916.42	0.2029391	100
88916.51	0.2029742	100
88916.62	0.203008	100
88916.72	0.2030432	100
88916.82	0.2030771	100
88916.91	0.2031112	100
88917.02	0.2031431	100
88917.12	0.2031786	100
88917.22	0.2032137	100
88917.31	0.2032465	100
88917.42	0.2032793	100
88917.51	0.2033137	100
88917.62	0.2033464	100
88917.72	0.2033814	100
88917.82	0.2034147	100
88917.91	0.2034478	100
88918.02	0.2034819	100
88918.12	0.2035167	100
88918.22	0.2035514	100
88918.31	0.2035839	100
88918.42	0.2036141	100
88918.51	0.2036494	100
88918.62	0.2036834	100
88918.72	0.203717	100
88918.82	0.2037503	100
88918.91	0.2037844	100
88919.02	0.2038162	100
88919.12	0.2038496	100
88919.22	0.2038838	100
88919.31	0.2039149	100
88919.42	0.2039473	100
88919.51	0.2039787	100
88919.62	0.2040141	100
88919.72	0.204047	100
88919.82	0.2040797	100
88919.91	0.2041109	100
88920.02	0.2041444	100
88920.12	0.2041786	100
88920.22	0.2042099	100
88920.31	0.2042397	100
88920.42	0.2042714	100
88920.51	0.2043035	100
88920.62	0.204337	100
88920.72	0.2043696	100
88920.82	0.2043995	100
88920.91	0.2044315	100
88921.02	0.2044623	100
88921.12	0.2044965	100
88921.22	0.2045277	100
88921.31	0.2045606	100
88921.42	0.2045926	100
88921.51	0.2046254	100
88921.62	0.2046569	100
88921.72	0.2046894	100
88921.82	0.2047202	100
88921.91	0.2047514	100
88922.02	0.2047842	100
88922.12	0.2048164	100
88922.22	0.2048474	100
88922.31	0.2048791	100
88922.42	0.2049108	100
88922.51	0.2049416	100
88922.62	0.2049742	100
88922.72	0.2050048	100
88922.82	0.205035	100
88922.91	0.2050663	100
88923.02	0.2050986	100
88923.12	0.2051287	100
88923.22	0.2051607	100
88923.31	0.2051906	100
88923.42	0.2052212	100
88923.51	0.2052534	100
88923.62	0.2052849	100
88923.72	0.205316	100
88923.82	0.2053449	100
88923.91	0.205376	100
88924.02	0.2054092	100
88924.12	0.2054393	100
88924.22	0.2054671	100
88924.31	0.2054989	100
88924.42	0.2055292	100
88924.51	0.2055603	100
88924.62	0.205591	100
88924.72	0.2056203	100
88924.82	0.2056504	100
88924.91	0.2056804	100
88925.02	0.2057131	100
88925.12	0.2057422	100
88925.22	0.2057742	100
88925.31	0.2058039	100
88925.42	0.205834	100
88925.51	0.2058662	100
88925.62	0.205897	100
88925.72	0.2059277	100
88925.82	0.2059573	100
88925.91	0.2059894	100
88926.02	0.2060201	100
88926.12	0.2060524	100
88926.22	0.2060823	100
88926.31	0.2061115	100
88926.42	0.2061416	100
88926.51	0.2061708	100
88926.62	0.2062017	100
88926.72	0.2062307	100
88926.82	0.2062599	100
88926.91	0.2062902	100
88927.02	0.2063194	100
88927.12	0.2063503	100
88927.22	0.2063797	100
88927.31	0.2064092	100
88927.42	0.2064389	100
88927.51	0.2064697	100
88927.62	0.2064986	100
88927.72	0.2065281	100
88927.82	0.2065569	100
88927.91	0.2065879	100
88928.02	0.2066177	100
88928.12	0.206648	100
88928.22	0.2066776	100
88928.31	0.2067061	100
88928.42	0.2067373	100
88928.51	0.2067672	100
88928.62	0.2067954	100
88928.72	0.2068249	100
88928.82	0.2068539	100
88928.91	0.2068841	100
88929.02	0.2069129	100
88929.12	0.2069419	100
88929.22	0.2069707	100
88929.31	0.2070015	100
88929.42	0.2070299	100
88929.51	0.2070612	100
